"('red', 'forward', None, 'forward')",0.0,0.24841099427813226,0.0,0.0
"('green', None, 'forward', 'forward')",0.0,0.0,0.8774493295832837,0.0
"('red', None, 'right', 'forward')",0.0,0.0,0.0,0.0
"('red', None, 'left', 'right')",0.0,0.6115114756753308,0.0,0.0
"('red', None, 'right', 'right')",0.0,0.0,0.5774493295832837,0.0
"('red', None, None, 'right')",0.0,-0.06767221514504133,0.0,6.694608552456943
"('green', None, None, None)",0.0,0.0,0.0,0.0
"('green', None, None, 'right')",0.0,4.800251900163518,0.0,0.0
"('green', None, None, 'forward')",1.3733826260994406,8.61409119994819,1.1572537749298502,0.540874675046567
"('green', 'right', None, 'left')",0.0,0.0,1.775598503192931,0.0
"('green', 'right', None, 'forward')",0.0,0.0,0.5120075704347633,0.0
"('red', 'forward', None, 'right')",0.0,0.0,0.666401254225338,0.0
"('red', None, 'left', 'forward')",0.0,0.0,0.0,0.0
"('green', None, None, 'left')",0.0,0.9164841943223945,0.0,0.0
"('red', None, None, 'forward')",6.272084787008518,0.9856031138654906,0.11608873201694654,0.0
"('red', 'right', None, 'forward')",0.0,0.0,0.0,0.0
"('green', 'forward', None, 'forward')",0.2,0.0,0.0,0.0
"('green', None, 'forward', 'left')",0.0,0.1,0.0,0.0
"('red', None, None, None)",0.0,0.0,0.0,0.0
"('red', None, None, 'left')",0.9126737171851729,-0.15793103448275864,0.0,3.197970657703857
